----------mesures----------
2784
temps,X,Y
38.541667,402.482290,229.947488
38.583333,405.425706,229.330946
38.625000,406.695213,229.088114
38.666667,405.416376,229.617074
38.708333,402.204797,230.350574
38.750000,396.958793,231.717586
38.791667,389.593704,233.319203
38.833333,380.611757,235.083739
38.875000,370.117306,237.083423
38.916667,357.755346,239.054962
38.958333,344.806250,240.916810
39.000000,330.812174,242.521957
39.041667,316.026528,243.791694
39.083333,300.971233,244.627351
39.125000,286.161269,245.141970
39.166667,271.678950,245.347308
39.208333,257.178382,244.957560
39.250000,244.136303,244.370124
39.291667,231.778023,243.697104
39.333333,220.379121,242.646374
39.375000,210.765451,241.728980
39.416667,202.707088,240.678517
39.458333,196.495677,239.805015
39.500000,192.253454,239.038860
39.541667,189.817657,238.675075
39.583333,189.250427,238.619241
39.625000,190.889947,238.650370
39.666667,194.364632,239.192632
39.708333,199.540201,239.760888
39.750000,206.951515,240.633020
39.791667,215.954824,241.439730
39.833333,226.636935,242.422111
39.875000,238.967789,242.951684
39.916667,252.313408,243.404546
39.958333,266.243502,243.728218
40.000000,281.163999,243.533777
40.041667,296.098536,243.371264
40.083333,311.249433,242.341991
40.125000,326.147912,241.235754
40.166667,340.414854,239.846738
40.208333,353.594578,238.248100
40.250000,365.837654,236.569136
40.291667,376.614749,234.903739
40.333333,385.530528,233.323845
40.375000,392.916873,231.991543
40.416667,398.069806,231.110698
40.458333,401.597687,230.364932
40.500000,402.864323,230.289762
40.541667,402.211309,230.531518
40.583333,399.302820,231.293140
40.625000,394.358019,232.473339
40.666667,387.700487,233.842618
40.708333,378.905371,235.618713
40.750000,368.840753,237.337115
40.791667,357.357818,239.134450
40.833333,345.128122,240.880491
40.875000,331.680786,242.518559
40.916667,317.373770,243.540765
40.958333,303.238242,244.612747
41.000000,288.298974,245.207687
41.041667,274.063970,245.335239
41.083333,260.460669,245.070242
41.125000,247.396272,244.527402
41.166667,235.448971,243.858756
41.208333,224.571618,242.855214
41.250000,214.652766,241.986172
41.291667,206.794143,241.057267
41.333333,200.356726,240.301231
41.375000,195.869081,239.500536
41.416667,193.360944,239.142275
41.458333,192.619292,238.827571
41.500000,193.959667,239.095391
41.541667,196.878571,239.373319
41.583333,201.990256,239.905105
41.625000,208.718199,240.709705
41.666667,217.575745,241.529263
41.708333,227.521026,242.322330
41.750000,239.499474,242.834770
41.791667,252.108011,243.476643
41.833333,265.796503,243.712871
41.875000,279.670355,243.788518
41.916667,294.457434,243.327035
41.958333,308.998756,242.578271
42.000000,323.479366,241.649646
42.041667,337.015416,240.356423
42.083333,350.264475,238.875724
42.125000,361.891886,237.313467
42.166667,372.385729,235.763064
42.208333,381.366077,234.290947
42.250000,388.398492,233.060549
42.291667,393.874295,232.057214
42.333333,397.432624,231.485607
42.375000,398.816085,231.254815
42.416667,398.335942,231.461392
42.458333,395.682958,232.189970
42.500000,391.487091,233.253012
42.541667,384.799011,234.435512
42.583333,376.837592,236.062798
42.625000,367.514187,237.718865
42.666667,356.401766,239.413830
42.708333,344.534543,240.950372
42.750000,331.642529,242.423102
42.791667,318.211538,243.442529
42.833333,304.226162,244.487998
42.875000,290.064595,245.089900
42.916667,276.244021,245.130425
42.958333,262.822652,244.950378
43.000000,250.280804,244.558036
43.041667,238.062417,243.920379
43.083333,227.316780,243.166703
43.125000,217.887682,242.261569
43.166667,209.854470,241.366543
43.208333,203.535306,240.550421
43.250000,198.955205,239.940700
43.291667,196.121476,239.391986
43.333333,195.185582,239.177175
43.375000,196.121905,239.338649
43.416667,199.158544,239.723070
43.458333,203.739276,240.282695
43.500000,210.347020,240.858274
43.541667,218.505843,241.642321
43.583333,228.387623,242.283295
43.625000,239.941910,242.804816
43.666667,251.848447,243.504618
43.708333,264.988882,243.690791
43.750000,278.528907,243.766862
43.791667,292.803926,243.371887
43.833333,306.954536,242.788676
43.875000,320.688652,241.963987
43.916667,334.370917,240.776368
43.958333,346.646813,239.475444
44.000000,357.920352,238.110669
44.041667,368.179045,236.486219
44.083333,376.900566,235.048668
44.125000,384.165643,233.949163
44.166667,389.571699,233.057107
44.208333,392.998723,232.394468
44.250000,394.617897,232.321035
44.291667,394.364988,232.447206
44.333333,392.209451,233.078118
44.375000,388.164342,233.794465
44.416667,382.489280,234.999357
44.458333,374.851018,236.307709
44.500000,365.913119,237.916612
44.541667,355.319556,239.323472
44.583333,343.902970,241.084488
44.625000,331.653855,242.297882
44.666667,318.850842,243.402926
44.708333,304.866034,244.397263
44.750000,291.660833,245.014400
44.791667,277.942819,245.145590
44.833333,265.276151,244.976877
44.875000,252.873771,244.620867
44.916667,241.042788,244.072563
44.958333,230.526699,243.272286
45.000000,221.113240,242.607143
45.041667,213.323390,241.699741
45.083333,206.979042,240.982464
45.125000,202.380261,240.292245
45.166667,199.488785,239.760897
45.208333,198.464188,239.463558
45.250000,199.222152,239.638819
45.291667,201.833578,240.014690
45.333333,206.415883,240.474399
45.375000,212.520234,241.035878
45.416667,220.210317,241.757937
45.458333,229.958977,242.417636
45.500000,240.535964,242.804159
45.541667,252.097597,243.504637
45.583333,264.931186,243.657603
45.625000,277.663173,243.839447
45.666667,291.530220,243.494083
45.708333,304.786284,242.945260
45.750000,318.905033,242.306591
45.791667,331.455100,241.034280
45.833333,343.702411,239.857234
45.875000,354.821133,238.693613
45.916667,364.943432,237.316782
45.958333,373.127763,235.830141
46.000000,380.378475,234.885215
46.041667,385.690596,233.965155
46.083333,389.047440,233.326019
46.125000,391.019541,233.110663
46.166667,391.061623,233.232682
46.208333,388.645535,233.626158
46.250000,385.056491,234.445321
46.291667,379.298517,235.476682
46.333333,372.203068,236.719369
46.375000,363.812392,238.254549
46.416667,354.145109,239.666163
46.458333,343.284337,241.104929
46.500000,331.255809,242.444300
46.541667,319.111960,243.417067
46.583333,305.868294,244.245822
46.625000,292.507174,244.825000
46.666667,279.799650,245.139108
46.708333,266.929083,244.996747
46.750000,255.368387,244.528621
46.791667,243.556011,244.241960
46.833333,233.500108,243.469838
46.875000,224.319707,242.686317
46.916667,216.391969,241.792862
46.958333,210.275972,241.205226
47.000000,205.974989,240.553412
47.041667,202.873895,240.302947
47.083333,201.798407,240.098282
47.125000,202.430515,240.017162
47.166667,204.815487,240.355876
47.208333,209.370183,240.707728
47.250000,214.724322,241.380033
47.291667,222.686299,241.884687
47.333333,231.320248,242.510950
47.375000,241.867014,243.220395
47.416667,253.109794,243.618216
47.458333,265.414578,243.896825
47.500000,277.568834,243.922807
47.541667,291.003563,243.672605
47.583333,303.912825,243.228206
47.625000,317.094103,242.417189
47.666667,329.694433,241.542905
47.708333,341.309390,240.334791
47.750000,351.916317,239.096686
47.791667,361.703336,237.843961
47.833333,370.169983,236.654107
47.875000,376.645324,235.559183
47.916667,382.350489,234.810932
47.958333,385.682566,234.136344
48.000000,387.691819,233.821958
48.041667,387.782757,233.823303
48.083333,385.748449,234.375615
48.125000,382.554411,235.083709
48.166667,377.031620,236.206926
48.208333,370.393400,237.141418
48.250000,362.224349,238.484190
48.291667,352.961995,239.654070
48.333333,342.560268,241.272668
48.375000,331.160738,242.519306
48.416667,319.403988,243.475293
48.458333,306.621239,244.299389
48.500000,293.901277,244.770946
48.541667,281.221112,245.120330
48.583333,269.093871,245.003021
48.625000,257.225157,244.749296
48.666667,246.334975,244.128293
48.708333,236.424823,243.575393
48.750000,227.541872,243.033198
48.791667,219.805945,242.297240
48.833333,213.787699,241.553340
48.875000,209.298331,240.998098
48.916667,206.340099,240.568351
48.958333,204.992288,240.410379
49.000000,205.897908,240.430126
49.041667,207.740104,240.647047
49.083333,211.797730,241.014448
49.125000,217.635228,241.553612
49.166667,224.664712,242.120419
49.208333,233.348144,242.745724
49.250000,243.129079,243.211806
49.291667,253.986633,243.668964
49.333333,265.561510,243.870934
49.375000,277.367431,244.042157
49.416667,290.191330,243.866194
49.458333,303.155151,243.409548
49.500000,315.280495,242.740920
49.541667,327.555978,241.721589
49.583333,338.836402,240.792678
49.625000,349.324896,239.635062
49.666667,358.301454,238.536128
49.708333,366.795585,237.315220
49.750000,373.197332,236.185052
49.791667,378.389219,235.391553
49.833333,382.240933,234.922587
49.875000,383.921215,234.513060
49.916667,383.844236,234.569146
49.958333,382.656397,234.934104
50.000000,379.015313,235.630583
50.041667,374.494397,236.333190
50.083333,368.025784,237.585948
50.125000,360.386388,238.794960
50.166667,351.437916,240.035599
50.208333,341.306621,241.385258
50.250000,330.585665,242.463194
50.291667,319.250378,243.343135
50.333333,306.939119,244.287781
50.375000,294.464631,244.615567
50.416667,282.478553,244.910745
50.458333,270.807216,244.924210
50.500000,259.384106,244.577441
50.541667,248.823090,244.227273
50.583333,238.872962,243.606183
50.625000,229.883930,242.961869
50.666667,222.821855,242.458865
50.708333,216.536326,241.702088
50.750000,212.175592,241.148194
50.791667,209.254878,240.860731
50.833333,207.835670,240.603918
50.875000,208.332648,240.779469
50.916667,210.542208,240.784314
50.958333,214.313641,241.305026
51.000000,219.346043,241.729192
51.041667,226.435316,242.316983
51.083333,234.563592,242.767619
51.125000,244.036800,243.388877
51.166667,254.530920,243.702999
51.208333,265.641271,243.935852
51.250000,277.199876,244.030766
51.291667,289.073874,243.973646
51.333333,301.807239,243.608273
51.375000,313.561334,242.967498
51.416667,325.277349,242.063555
51.458333,336.151062,241.052809
51.500000,346.298463,239.973900
51.541667,355.263851,238.881766
51.583333,363.021177,237.795002
51.625000,369.801396,236.940567
51.666667,374.791711,236.084170
51.708333,378.260990,235.566787
51.750000,380.219259,235.366984
51.791667,380.496938,235.355861
51.833333,378.945952,235.591113
51.875000,376.105376,236.092525
51.916667,371.698399,236.909779
51.958333,365.883841,237.929919
52.000000,358.300864,239.081210
52.041667,349.979359,240.166846
52.083333,340.006865,241.447114
52.125000,329.667171,242.465096
52.166667,318.952174,243.345435
52.208333,307.036246,244.044013
52.250000,295.277440,244.575488
52.291667,283.315553,244.719580
52.333333,272.196209,244.630627
52.375000,261.012758,244.589198
52.416667,250.781577,244.176747
52.458333,241.104788,243.755422
52.500000,232.972687,243.157950
52.541667,225.411104,242.474677
52.583333,219.494666,241.979084
52.625000,215.183843,241.516136
52.666667,212.342970,241.123336
52.708333,211.071146,241.065737
52.750000,211.430443,240.855687
52.791667,213.293850,241.143922
52.833333,217.067497,241.504050
52.875000,222.360206,241.843093
52.916667,228.635649,242.333333
52.958333,236.623058,242.928391
53.000000,245.807442,243.379020
53.041667,255.890648,243.663711
53.083333,266.125419,244.058626
53.125000,277.346146,244.109221
53.166667,288.918519,244.103915
53.208333,300.780755,243.730323
53.250000,312.509850,243.166278
53.291667,323.467133,242.434478
53.333333,334.395881,241.513343
53.375000,344.024699,240.498628
53.416667,352.693497,239.323660
53.458333,360.265483,238.376030
53.500000,366.724585,237.528711
53.541667,371.584778,236.770190
53.583333,375.033418,236.297573
53.625000,376.806992,235.908051
53.666667,377.154272,235.955892
53.708333,376.087839,236.101090
53.750000,372.935073,236.698918
53.791667,368.746503,237.468044
53.833333,363.002146,238.261803
53.875000,347.841510,240.350683
53.916667,338.687232,241.517781
53.958333,328.738218,242.521637
54.000000,318.438159,243.320069
54.041667,306.767144,244.089297
54.083333,295.565554,244.469107
54.125000,284.108830,244.629891
54.166667,272.826336,244.809584
54.208333,262.384811,244.583369
54.250000,252.276614,244.209524
54.291667,243.297989,243.762751
54.333333,235.040419,243.266597
54.375000,228.102147,242.760892
54.416667,222.572587,242.220882
54.458333,218.177207,241.791901
54.500000,215.205112,241.497011
54.541667,214.176872,241.405668
54.583333,214.452097,241.410773
54.625000,216.324529,241.524161
54.666667,219.676568,241.794761
54.708333,224.853572,242.210789
54.750000,231.021887,242.713401
54.791667,238.665914,243.234497
54.833333,247.291908,243.672172
54.875000,256.708861,244.056236
54.916667,267.260516,244.165764
54.958333,277.761380,244.266265
55.000000,288.850840,244.231092
55.041667,300.397003,243.884128
55.083333,311.809392,243.295793
55.125000,322.547030,242.501585
55.166667,332.542990,241.708810
55.208333,341.909148,240.858769
55.250000,350.505115,239.807545
55.291667,357.533700,238.912952
55.333333,363.638588,238.075941
55.375000,368.569528,237.336481
55.416667,371.998507,236.773629
55.458333,373.894319,236.430225
55.500000,374.373842,236.343676
55.541667,372.946908,236.686994
55.583333,370.452090,237.293248
55.625000,366.700967,237.871536
55.666667,360.822839,238.619637
55.708333,354.305782,239.697645
55.750000,346.440692,240.655268
55.791667,337.823492,241.574834
55.833333,328.076791,242.620107
55.875000,317.854839,243.381935
55.916667,307.066110,244.074882
55.958333,296.128894,244.474329
56.000000,285.093564,244.533248
56.041667,274.547563,244.769100
56.083333,264.317440,244.453062
56.125000,254.473717,244.295161
56.166667,245.473053,243.992421
56.208333,237.881190,243.331461
56.250000,230.941948,242.844777
56.291667,225.447219,242.444071
56.333333,221.458273,242.059433
56.375000,218.574912,241.875594
56.416667,217.349325,241.580685
56.458333,217.745256,241.595297
56.500000,219.268082,241.819287
56.541667,222.914968,242.068973
56.583333,227.532821,242.508101
56.625000,233.525242,242.883783
56.666667,240.784881,243.216785
56.708333,249.153544,243.760074
56.750000,258.363922,243.932537
56.791667,268.020825,244.247397
56.833333,278.510149,244.482737
56.875000,289.036142,244.326539
56.916667,300.012642,243.991783
56.958333,310.848511,243.433404
57.000000,321.090407,242.769525
57.041667,330.890472,242.034879
57.083333,339.908455,241.080102
57.125000,347.931414,240.157070
57.166667,355.048822,239.245808
57.208333,361.031117,238.480392
57.250000,365.845515,237.842958
57.291667,368.967189,237.288870
57.333333,370.773464,236.930247
57.375000,371.275165,236.884443
57.416667,370.236123,237.169086
57.458333,367.435545,237.544590
57.500000,363.743235,238.166631
57.541667,358.900579,238.863295
57.583333,352.049254,239.891258
57.625000,344.543634,240.762858
57.666667,336.182979,241.753404
57.708333,327.232768,242.637535
57.750000,317.044534,243.288515
57.791667,306.812672,243.915448
57.833333,296.242146,244.295790
57.875000,285.529077,244.522124
57.916667,275.282682,244.629466
57.958333,265.355982,244.488711
58.000000,256.170773,244.164456
58.041667,247.292004,243.913188
58.083333,239.954489,243.527140
58.125000,233.466959,242.900563
58.166667,228.049990,242.559220
58.208333,224.027449,242.308172
58.250000,221.532468,241.834879
58.291667,220.305962,241.885290
58.333333,220.478386,241.983200
58.375000,222.376898,242.036725
58.416667,225.330519,242.226318
58.458333,229.952038,242.621861
58.500000,235.646475,243.019020
58.541667,242.702356,243.417735
58.583333,250.713604,243.942970
58.625000,259.521133,244.050802
58.666667,268.684558,244.308216
58.708333,278.799666,244.399624
58.750000,289.129715,244.305113
58.791667,299.685775,244.071550
58.833333,309.907144,243.575366
58.875000,319.764181,242.912471
58.916667,329.213206,242.125879
58.958333,337.976685,241.445952
59.000000,345.749467,240.449510
59.041667,352.550234,239.514900
59.083333,358.219523,238.979966
59.125000,362.461115,238.342234
59.166667,366.183390,237.932750
59.208333,367.437155,237.483864
59.250000,368.052924,237.528169
59.291667,367.122445,237.596891
59.333333,364.831924,238.024101
59.375000,361.017600,238.551739
59.416667,356.013534,239.184394
59.458333,350.112780,240.000846
59.500000,342.891903,240.946376
59.541667,334.584418,241.772155
59.583333,325.373714,242.635734
59.625000,315.893141,243.190924
59.666667,305.883706,243.848149
59.708333,295.975661,244.202476
59.750000,285.611261,244.372801
59.791667,275.851613,244.576899
59.833333,265.922729,244.454377
59.875000,256.925911,244.111134
59.916667,249.032045,243.730411
59.958333,241.412223,243.531993
60.000000,235.133154,243.146367
60.041667,230.208469,242.667345
60.083333,226.244435,242.459126
60.125000,223.840139,242.244590
60.166667,222.688718,242.207589
60.208333,223.068440,242.138911
60.250000,224.976538,242.213624
60.291667,228.080648,242.520419
60.333333,232.481140,242.764453
60.375000,237.932059,243.214199
60.416667,244.697101,243.682501
60.458333,252.270941,243.989038
60.500000,260.822062,244.293402
60.541667,269.968443,244.312500
60.583333,279.377461,244.355886
60.625000,289.422730,244.315999
60.666667,299.323269,244.046030
60.708333,309.166597,243.703782
60.750000,319.149216,243.068461
60.791667,327.821542,242.486378
60.833333,336.064184,241.573443
60.875000,343.612700,240.790370
60.916667,350.227149,240.016390
60.958333,355.684288,239.297949
61.000000,359.854842,238.588260
61.041667,362.709007,238.298761
61.083333,364.722524,238.025700
61.125000,365.042735,237.948093
61.166667,363.928601,238.128141
61.208333,361.831284,238.470326
61.250000,358.341062,238.905354
61.291667,353.650338,239.516047
61.333333,347.618292,240.164753
61.375000,340.590102,241.062435
61.416667,332.982562,241.926718
61.458333,324.292285,242.683671
61.500000,314.942649,243.261314
61.541667,305.603936,243.771823
61.583333,295.731672,244.144533
61.625000,286.112890,244.299168
61.666667,276.495965,244.547072
61.708333,267.166769,244.394331
61.750000,258.993178,244.101923
61.791667,250.711239,244.008409
61.833333,243.820285,243.580872
61.875000,237.923376,243.161831
61.916667,232.983977,242.804643
61.958333,229.303733,242.654635
62.000000,226.763781,242.466517
62.041667,225.730534,242.412352
62.083333,225.944241,242.464387
62.125000,227.824990,242.532417
62.166667,230.716421,242.834562
62.208333,234.858693,243.099939
62.250000,240.359646,243.539571
62.291667,246.948628,243.990097
62.333333,254.412846,244.178232
62.375000,262.450956,244.435993
62.416667,271.237056,244.480765
62.458333,280.329479,244.542893
62.500000,289.881424,244.304549
62.541667,299.291535,244.229892
62.583333,308.984829,243.717236
62.625000,318.318413,243.294654
62.666667,326.863733,242.610209
62.708333,334.865630,241.775128
62.750000,341.788116,241.152886
62.791667,348.043111,240.421809
62.833333,353.504472,239.613501
62.875000,357.251110,239.077996
62.916667,360.366702,238.652055
62.958333,362.006336,238.437592
63.000000,362.338419,238.402840
63.041667,361.562275,238.432421
63.083333,359.318874,238.830300
63.125000,356.052286,239.089119
63.166667,351.235269,239.865381
63.208333,345.646070,240.621059
63.250000,338.884414,241.357458
63.291667,331.398826,242.065003
63.333333,323.171561,242.652863
63.375000,314.408629,243.161379
63.416667,305.227225,243.788417
63.458333,295.895912,244.138854
63.500000,286.600292,244.444375
63.541667,276.986361,244.488737
63.583333,268.387890,244.263691
63.625000,260.315768,244.221620
63.666667,252.645979,243.857938
63.708333,245.700984,243.667760
63.750000,240.237435,243.193175
63.791667,235.192704,243.149217
63.833333,231.888866,242.992659
63.875000,229.925118,242.706439
63.916667,228.726785,242.696038
63.958333,229.253942,242.740664
64.000000,230.681781,242.819245
64.041667,233.688181,243.080370
64.083333,237.734084,243.350870
64.125000,243.044745,243.747555
64.166667,249.098137,244.038509
64.208333,256.170914,244.162005
64.250000,264.252150,244.420810
64.291667,272.379086,244.620285
64.333333,281.134664,244.630882
64.375000,290.470538,244.520560
64.416667,299.587695,244.243324
64.458333,308.562168,243.945377
64.500000,317.519966,243.369635
64.541667,325.789044,242.668528
64.583333,333.356106,242.080700
64.625000,340.177139,241.290157
64.666667,346.104300,240.613453
64.708333,351.140119,240.038969
64.750000,355.076956,239.467326
64.791667,357.928112,239.039056
64.833333,359.253398,238.723237
64.875000,359.956624,238.675427
64.916667,359.034188,238.942735
64.958333,356.629121,239.153423
65.000000,353.627075,239.459132
65.041667,348.938465,240.057781
65.083333,343.709528,240.841273
65.125000,337.041079,241.382136
65.166667,329.710427,242.070980
65.208333,321.942797,242.776866
65.250000,313.320050,243.259228
65.291667,304.278531,243.776758
65.333333,295.455479,244.061596
65.375000,286.553209,244.277023
65.416667,277.500104,244.401205
65.458333,269.016904,244.249021
65.500000,261.185974,244.072404
65.541667,254.007577,244.044235
65.583333,247.472308,243.687667
65.625000,241.902359,243.484308
65.666667,237.899877,243.090872
65.708333,234.001839,243.054750
65.750000,232.418902,242.905076
65.791667,231.307899,242.861827
65.833333,231.710300,242.989741
65.875000,233.382292,242.941663
65.916667,236.322520,243.174550
65.958333,240.143421,243.504566
66.000000,245.304148,243.844278
66.041667,251.137659,244.233313
66.083333,258.032739,244.398111
66.125000,265.466095,244.666178
66.166667,273.535511,244.586091
66.208333,282.119139,244.654731
66.250000,290.945980,244.589536
66.291667,299.604292,244.345494
66.333333,308.166063,243.902366
66.375000,316.606785,243.455729
66.416667,324.633869,243.009432
66.458333,331.759184,242.204082
66.500000,338.464370,241.485127
66.541667,344.122154,240.855501
66.583333,348.774331,240.318317
66.625000,352.665093,239.624115
66.666667,355.425536,239.287554
66.708333,356.632701,239.023236
66.750000,356.878054,239.004886
66.791667,356.087344,239.122536
66.833333,354.109068,239.461425
66.875000,350.943917,239.846932
66.916667,346.533670,240.285564
66.958333,341.082039,240.981536
67.000000,335.251899,241.508439
67.041667,328.016572,242.170967
67.083333,320.250314,242.722013
67.125000,312.248895,243.232064
67.166667,303.650326,243.759731
67.208333,294.950933,244.158524
67.250000,286.317345,244.236717
67.291667,277.707129,244.276242
67.333333,269.796635,244.368151
67.375000,262.220670,244.098212
67.416667,255.394410,243.915528
67.458333,249.251293,243.785522
67.500000,243.908584,243.555303
67.541667,239.871636,243.273292
67.583333,236.771440,242.965075
67.625000,234.541838,243.049016
67.666667,233.866104,242.992596
67.708333,234.155820,243.124615
67.750000,236.026706,243.253703
67.791667,238.951154,243.591977
67.833333,242.771208,243.729001
67.875000,247.506229,244.023463
67.916667,253.306492,244.247607
67.958333,260.023865,244.468004
68.000000,267.018379,244.718672
68.041667,275.030733,244.649428
68.083333,282.996601,244.705757
68.125000,291.434112,244.595029
68.166667,299.771159,244.334690
68.208333,308.167165,243.894827
68.250000,316.076692,243.476047
68.291667,323.609505,242.938129
68.333333,330.546633,242.432760
68.375000,336.983237,241.560714
68.416667,342.415098,241.123182
68.458333,346.737243,240.545416
68.500000,350.625398,240.004247
68.541667,352.963224,239.474236
68.583333,354.317255,239.507225
68.625000,354.577151,239.459517
68.666667,353.802924,239.440136
68.708333,351.327945,239.623347
68.750000,348.305550,240.020524
68.791667,344.170035,240.508856
68.833333,339.106655,241.144447
68.875000,333.131486,241.799049
68.916667,326.334167,242.255576
68.958333,319.187434,242.790082
69.000000,311.193318,243.293759
69.041667,303.028084,243.699397
69.083333,294.402930,244.068496
69.125000,286.330935,244.136485
69.166667,278.020429,244.304787
69.208333,270.570841,244.187127
69.250000,263.067333,244.125281
69.291667,256.579478,243.851738
69.333333,250.761836,243.820250
69.375000,246.001230,243.590369
69.416667,241.773200,243.500714
69.458333,239.200902,243.376589
69.500000,237.328389,243.132674
69.541667,236.756896,243.175793
69.583333,237.105035,243.228229
69.625000,239.023795,243.588661
69.666667,241.362810,243.715702
69.708333,245.245997,243.876690
69.750000,249.750363,244.121810
69.791667,255.659410,244.271509
69.833333,261.921339,244.487029
69.875000,268.890917,244.686386
69.916667,276.279916,244.814721
69.958333,284.039720,244.772090
70.000000,292.288355,244.528049
70.041667,300.069599,244.412254
70.083333,308.145185,243.987513
70.125000,315.832726,243.519812
70.166667,323.055484,242.985861
70.208333,329.651044,242.409885
70.250000,335.583847,241.781722
70.291667,340.637513,241.265753
70.333333,345.060440,240.674768
70.375000,348.297138,240.323864
70.416667,350.894302,239.887312
70.458333,351.857655,239.628849
70.500000,351.996423,239.598990
70.541667,351.153005,239.713535
70.583333,349.267857,240.083056
70.625000,345.944433,240.344641
70.666667,341.898998,240.791319
70.708333,337.064659,241.188079
70.750000,331.025005,241.877474
70.791667,324.600374,242.366341
70.833333,317.529619,242.942833
70.875000,309.854257,243.358689
70.916667,302.234563,243.708869
70.958333,293.995434,244.150062
71.000000,286.284306,244.058135
71.041667,278.524876,244.167703
71.083333,271.139697,244.164277
71.125000,264.463254,244.013006
71.166667,257.948255,244.066324
71.208333,252.460324,243.754972
71.250000,247.896038,243.772672
71.291667,244.191459,243.527336
71.333333,241.311391,243.486587
71.375000,239.823602,243.403934
71.416667,239.229339,243.493388
71.458333,239.869475,243.540361
71.500000,241.177273,243.692975
71.541667,244.211358,243.908467
71.583333,248.147799,244.006918
71.625000,252.350925,244.208602
71.666667,257.892647,244.501050
71.708333,264.099958,244.654882
71.750000,270.994512,244.948924
71.791667,277.801438,244.778600
71.833333,292.866794,244.724058
71.875000,300.676540,244.411677
71.916667,308.264974,244.085503
71.958333,315.650794,243.507508
72.000000,322.601497,243.086845
72.041667,328.819829,242.634755
72.083333,334.696311,241.981659
72.125000,339.371581,241.316667
72.166667,343.624254,241.026215
72.208333,346.427731,240.446639
72.250000,348.381452,240.182333
72.291667,349.828302,239.997065
72.333333,349.804745,239.917909
72.375000,348.806813,240.053178
72.416667,346.634269,240.281944
72.458333,343.699312,240.435507
72.500000,339.740510,240.918274
72.541667,334.871608,241.362422
72.583333,329.236651,242.001247
72.625000,322.892739,242.489834
72.666667,315.788677,242.957279
72.708333,308.760505,243.316498
72.750000,301.177390,243.837205
72.791667,293.349938,243.989090
72.833333,285.720664,244.004710
72.875000,278.380657,244.216987
72.916667,271.395559,244.160156
72.958333,264.961028,244.124056
73.000000,259.160943,243.992139
73.041667,253.832416,243.917227
73.083333,249.441231,243.837128
73.125000,246.102053,243.752977
73.166667,243.625979,243.703711
73.208333,241.905494,243.613776
73.250000,241.475349,243.560600
73.291667,242.234113,243.790520
73.333333,244.065327,243.907035
73.375000,246.685981,244.058567
73.416667,250.017206,244.236111
73.458333,254.947005,244.380603
73.500000,260.102088,244.495676
73.541667,265.721373,244.760310
73.583333,272.275243,244.833122
73.625000,279.221751,244.807293
73.666667,286.555107,244.726481
73.708333,293.733348,244.584757
73.750000,301.037519,244.404818
73.791667,308.191164,244.081351
73.833333,315.394142,243.476631
73.875000,321.789428,243.055866
73.916667,327.960964,242.612415
73.958333,333.160643,242.170577
74.000000,337.957392,241.515339
74.041667,341.585034,241.124575
74.083333,344.490336,240.776471
74.125000,346.407845,240.312105
74.166667,347.384095,240.270939
74.208333,347.309918,240.252254
74.250000,346.235257,240.245713
74.291667,344.310123,240.338807
74.333333,341.003508,240.703467
74.375000,337.527459,241.179578
74.416667,332.616691,241.692897
74.458333,327.225396,242.077565
74.500000,321.106489,242.619800
74.541667,314.339040,242.974113
74.583333,307.230546,243.351200
74.625000,300.022567,243.635197
74.666667,292.682962,244.039810
74.708333,285.392537,244.081770
74.750000,278.236647,244.199055
74.791667,271.734555,244.032331
74.833333,265.314368,244.244986
74.875000,260.016715,244.028064
74.916667,255.049456,243.949313
74.958333,250.864859,243.873280
75.000000,247.834394,243.816745
75.041667,245.547244,243.755491
75.083333,244.426736,243.692642
75.125000,244.063723,243.898167
75.166667,244.812007,243.922518
75.208333,246.588884,243.959201
75.250000,249.155574,244.047421
75.291667,252.507625,244.323585
75.333333,256.724347,244.488819
75.375000,262.035805,244.692713
75.416667,267.637822,244.830519
75.458333,274.220635,244.766787
75.500000,280.603790,244.832872
75.541667,287.541862,244.662324
75.583333,294.601626,244.625374
75.625000,301.745795,244.409197
75.666667,308.317833,244.085324
75.708333,315.164192,243.587476
75.750000,321.439045,243.109654
75.791667,327.070815,242.753648
75.833333,331.897885,242.142918
75.875000,336.281871,241.760410
75.916667,340.024592,241.148823
75.958333,342.698811,241.033347
76.000000,344.375419,240.668205
76.041667,345.247571,240.563583
76.083333,345.002091,240.329500
76.125000,343.971584,240.439616
76.166667,341.702860,240.646705
76.208333,338.881434,241.001459
76.250000,335.207279,241.381092
76.291667,330.369687,241.748911
76.333333,325.058762,242.313331
76.375000,319.400751,242.581109
76.416667,313.029338,243.013525
76.458333,305.968589,243.322587
76.500000,299.070303,243.623185
76.541667,292.036839,243.907388
76.583333,284.978723,243.974632
76.625000,278.279934,244.165979
76.666667,272.128906,244.082237
76.708333,266.023673,244.158571
76.750000,261.040535,244.123663
76.791667,256.333539,244.052372
76.833333,252.575814,243.976720
76.875000,249.485433,243.932294
76.916667,247.523465,243.922473
76.958333,246.730346,243.874300
77.000000,246.657785,243.937760
77.041667,247.115281,244.002073
77.083333,249.020183,244.174157
77.125000,251.511875,244.255833
77.166667,255.298127,244.435514
77.208333,259.393031,244.707920
77.250000,264.419797,244.783875
77.291667,269.678398,244.868072
77.333333,275.738302,244.988990
